ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall
1,3,4,0.75,3,4,0.75
3,1,1,1.0,1,1,1.0
4,3,3,1.0,3,3,1.0
5,2,2,1.0,2,2,1.0
6,1,1,1.0,1,1,1.0
8,2,3,0.6666666666666666,2,2,1.0
9,1,4,0.25,1,1,1.0
10,2,2,1.0,2,2,1.0
11,4,4,1.0,4,4,1.0
12,3,3,1.0,3,3,1.0
13,3,3,1.0,3,3,1.0
14,2,4,0.5,2,3,0.6666666666666666
15,2,3,0.6666666666666666,2,3,0.6666666666666666
16,2,2,1.0,2,2,1.0
17,2,2,1.0,2,2,1.0
19,1,1,1.0,1,1,1.0
20,1,2,0.5,1,2,0.5
22,4,5,0.8,4,5,0.8
23,1,1,1.0,1,1,1.0
24,1,1,1.0,1,1,1.0
25,1,1,1.0,1,1,1.0
26,4,7,0.5714285714285714,4,4,1.0
27,3,3,1.0,3,3,1.0
28,2,2,1.0,2,2,1.0
30,3,3,1.0,3,3,1.0
31,4,4,1.0,4,4,1.0
32,2,2,1.0,2,2,1.0
34,1,4,0.25,1,3,0.3333333333333333
35,0,1,0.0,0,1,0.0
36,4,5,0.8,4,7,0.5714285714285714
38,1,1,1.0,1,1,1.0
39,1,1,1.0,1,1,1.0
40,1,2,0.5,1,2,0.5
41,4,5,0.8,4,5,0.8
42,0,0,0.0,0,2,0.0
43,1,1,1.0,1,1,1.0
45,1,3,0.3333333333333333,1,4,0.25
46,1,1,1.0,1,1,1.0
47,2,2,1.0,2,2,1.0
48,2,2,1.0,2,2,1.0
49,3,3,1.0,3,3,1.0
50,1,3,0.3333333333333333,1,2,0.5
53,4,4,1.0,4,4,1.0
54,1,1,1.0,1,1,1.0
55,2,2,1.0,2,2,1.0
56,4,4,1.0,4,4,1.0
57,2,4,0.5,2,3,0.6666666666666666
58,3,3,1.0,3,4,0.75
59,2,2,1.0,2,2,1.0
60,1,1,1.0,1,1,1.0
61,2,2,1.0,2,2,1.0
62,5,5,1.0,5,5,1.0
63,2,2,1.0,2,2,1.0
64,4,4,1.0,4,5,0.8
67,1,1,1.0,1,1,1.0
68,3,3,1.0,3,3,1.0
70,2,2,1.0,2,3,0.6666666666666666
71,1,3,0.3333333333333333,1,4,0.25
72,0,1,0.0,0,1,0.0
73,2,2,1.0,2,2,1.0
74,4,4,1.0,4,4,1.0
75,1,1,1.0,1,1,1.0
76,2,2,1.0,2,3,0.6666666666666666
77,1,1,1.0,1,1,1.0
78,2,2,1.0,2,2,1.0
79,1,2,0.5,1,2,0.5
80,3,3,1.0,3,3,1.0
81,3,3,1.0,3,3,1.0
82,3,3,1.0,3,3,1.0
83,2,3,0.6666666666666666,2,3,0.6666666666666666
86,1,3,0.3333333333333333,1,1,1.0
87,2,2,1.0,2,2,1.0
88,2,3,0.6666666666666666,2,3,0.6666666666666666
89,1,2,0.5,1,2,0.5
90,2,4,0.5,2,2,1.0
91,3,3,1.0,3,3,1.0
92,2,2,1.0,2,2,1.0
94,3,3,1.0,3,3,1.0
95,2,2,1.0,2,2,1.0
96,3,3,1.0,3,3,1.0
97,2,2,1.0,2,2,1.0
98,2,3,0.6666666666666666,2,3,0.6666666666666666
99,2,2,1.0,2,2,1.0
100,2,2,1.0,2,2,1.0
101,2,2,1.0,2,2,1.0
102,3,3,1.0,3,3,1.0
103,2,2,1.0,2,2,1.0
105,2,2,1.0,2,2,1.0
106,1,3,0.3333333333333333,1,3,0.3333333333333333
107,3,3,1.0,3,3,1.0
