ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall,F1
1,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
3,1,1,1.0,1,1,1.0,1.0
4,2,2,1.0,2,3,0.6666666666666666,0.8
5,2,2,1.0,2,2,1.0,1.0
6,1,1,1.0,1,1,1.0,1.0
8,2,3,0.6666666666666666,2,2,1.0,0.8
9,0,5,0.0,0,1,0.0,0.0
10,1,1,1.0,1,2,0.5,0.6666666666666666
11,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
12,3,3,1.0,3,3,1.0,1.0
13,3,3,1.0,3,3,1.0,1.0
14,1,2,0.5,1,3,0.3333333333333333,0.4
15,0,1,0.0,0,3,0.0,0.0
16,2,2,1.0,2,2,1.0,1.0
17,2,2,1.0,2,2,1.0,1.0
19,1,1,1.0,1,1,1.0,1.0
20,1,2,0.5,1,2,0.5,0.5
22,3,7,0.42857142857142855,3,5,0.6,0.5
23,1,1,1.0,1,1,1.0,1.0
24,0,0,0.0,0,1,0.0,0.0
25,1,1,1.0,1,1,1.0,1.0
26,3,4,0.75,3,4,0.75,0.75
27,3,3,1.0,3,3,1.0,1.0
28,2,2,1.0,2,2,1.0,1.0
30,3,3,1.0,3,3,1.0,1.0
31,4,4,1.0,4,4,1.0,1.0
32,2,2,1.0,2,2,1.0,1.0
34,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
35,0,1,0.0,0,1,0.0,0.0
36,0,0,0.0,0,7,0.0,0.0
38,0,1,0.0,0,1,0.0,0.0
39,1,1,1.0,1,1,1.0,1.0
40,1,3,0.3333333333333333,1,2,0.5,0.4
41,0,1,0.0,0,5,0.0,0.0
42,0,0,0.0,0,2,0.0,0.0
43,1,1,1.0,1,1,1.0,1.0
45,2,4,0.5,2,4,0.5,0.5
46,1,1,1.0,1,1,1.0,1.0
47,2,3,0.6666666666666666,2,2,1.0,0.8
48,2,2,1.0,2,2,1.0,1.0
49,3,3,1.0,3,3,1.0,1.0
50,1,2,0.5,1,2,0.5,0.5
53,4,4,1.0,4,4,1.0,1.0
54,1,1,1.0,1,1,1.0,1.0
55,1,2,0.5,1,2,0.5,0.5
56,2,2,1.0,2,4,0.5,0.6666666666666666
57,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
58,3,3,1.0,3,4,0.75,0.8571428571428571
59,2,2,1.0,2,2,1.0,1.0
60,1,1,1.0,1,1,1.0,1.0
61,2,2,1.0,2,2,1.0,1.0
62,1,2,0.5,1,5,0.2,0.28571428571428575
63,1,2,0.5,1,2,0.5,0.5
64,0,1,0.0,0,5,0.0,0.0
67,1,1,1.0,1,1,1.0,1.0
68,3,3,1.0,3,3,1.0,1.0
70,0,1,0.0,0,3,0.0,0.0
71,2,3,0.6666666666666666,2,4,0.5,0.5714285714285715
72,0,2,0.0,0,1,0.0,0.0
73,2,2,1.0,2,2,1.0,1.0
74,3,4,0.75,3,4,0.75,0.75
75,1,1,1.0,1,1,1.0,1.0
76,0,1,0.0,0,3,0.0,0.0
77,1,1,1.0,1,1,1.0,1.0
78,0,0,0.0,0,2,0.0,0.0
79,1,1,1.0,1,2,0.5,0.6666666666666666
80,3,4,0.75,3,3,1.0,0.8571428571428571
81,1,2,0.5,1,3,0.3333333333333333,0.4
82,3,3,1.0,3,3,1.0,1.0
