ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall,F1
1,3,3,1.0,3,4,0.75,0.8571428571428571
3,0,0,0.0,0,1,0.0,0.0
4,0,0,0.0,0,3,0.0,0.0
5,0,0,0.0,0,2,0.0,0.0
6,1,2,0.5,1,1,1.0,0.6666666666666666
7,0,1,0.0,0,0,0.0,0.0
8,2,3,0.6666666666666666,2,2,1.0,0.8
9,0,3,0.0,0,1,0.0,0.0
10,0,0,0.0,0,2,0.0,0.0
11,4,7,0.5714285714285714,4,4,1.0,0.7272727272727273
12,0,0,0.0,0,3,0.0,0.0
13,3,3,1.0,3,3,1.0,1.0
14,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
15,1,3,0.3333333333333333,1,3,0.3333333333333333,0.3333333333333333
16,0,0,0.0,0,2,0.0,0.0
17,0,3,0.0,0,2,0.0,0.0
19,0,0,0.0,0,1,0.0,0.0
20,0,3,0.0,0,2,0.0,0.0
22,0,0,0.0,0,5,0.0,0.0
23,0,0,0.0,0,1,0.0,0.0
24,0,0,0.0,0,1,0.0,0.0
25,0,0,0.0,0,1,0.0,0.0
26,4,4,1.0,4,4,1.0,1.0
27,3,3,1.0,3,3,1.0,1.0
28,0,0,0.0,0,2,0.0,0.0
30,0,0,0.0,0,3,0.0,0.0
31,3,3,1.0,3,4,0.75,0.8571428571428571
32,0,0,0.0,0,2,0.0,0.0
34,0,0,0.0,0,3,0.0,0.0
35,0,1,0.0,0,1,0.0,0.0
36,0,0,0.0,0,7,0.0,0.0
38,0,0,0.0,0,1,0.0,0.0
39,0,0,0.0,0,1,0.0,0.0
40,2,2,1.0,2,2,1.0,1.0
41,1,1,1.0,1,5,0.2,0.33333333333333337
42,1,1,1.0,1,2,0.5,0.6666666666666666
43,1,1,1.0,1,1,1.0,1.0
45,0,0,0.0,0,4,0.0,0.0
46,1,1,1.0,1,1,1.0,1.0
47,2,2,1.0,2,2,1.0,1.0
48,0,0,0.0,0,2,0.0,0.0
49,3,3,1.0,3,3,1.0,1.0
50,1,1,1.0,1,2,0.5,0.6666666666666666
53,4,4,1.0,4,4,1.0,1.0
54,0,0,0.0,0,1,0.0,0.0
55,1,1,1.0,1,2,0.5,0.6666666666666666
56,0,0,0.0,0,4,0.0,0.0
57,2,4,0.5,2,3,0.6666666666666666,0.5714285714285715
58,0,0,0.0,0,4,0.0,0.0
59,2,2,1.0,2,2,1.0,1.0
60,1,1,1.0,1,1,1.0,1.0
61,0,0,0.0,0,2,0.0,0.0
62,2,3,0.6666666666666666,2,5,0.4,0.5
63,1,2,0.5,1,2,0.5,0.5
